"","mean_Normal","mean_Tumor","over_10_normal","over_10_tumor","normal_sample","tumor_sample","log2foldChange","pValues","FDR"
"ENSG00000143553.11",29.0461235694546,41.927146633488,58,513,58,513,0.529539012783331,4.8040189122751e-11,1.54645564641711e-10
"ENSG00000143554.14",88.8332215862761,36.4396211633567,58,513,58,513,-1.285591351774,7.22690054928822e-27,1.33461171157228e-25
"ENSG00000143556.9",0.086701741086433,3.91191196202592,4,118,58,513,5.49566912745666,0.000114102930776461,0.000201188544610353
"ENSG00000143569.19",133.613839859171,207.65813605434,58,513,58,513,0.636140946330953,3.72031814352314e-18,2.43159623218765e-17
"ENSG00000143570.19",0.520291654192745,0.825605023667605,49,480,58,513,0.666131183585223,7.0929897332711e-07,1.55047260791754e-06
"ENSG00000143575.15",64.7230111133348,104.522956009816,58,513,58,513,0.691469198104349,2.24304490914503e-13,9.11176230739689e-13
"ENSG00000143578.16",9.08310775829611,24.7792496409998,58,513,58,513,1.44787459990351,9.06566201501247e-25,1.22503142429432e-23
"ENSG00000143590.14",0.545032152342525,4.6768557963888,53,513,58,513,3.10112570170917,4.82170809000577e-34,1.08146379229001e-31
"ENSG00000143595.13",0.481988901991357,0.103990609991599,36,61,58,513,-2.21254666448996,2.94416413322821e-25,4.22420750050162e-24
"ENSG00000143603.19",17.9930542695586,8.7745614846749,58,513,58,513,-1.03604116817921,4.46321328193888e-14,1.933690654526e-13
"ENSG00000143612.21",215.876178759727,309.486097826971,58,513,58,513,0.519670549368562,2.3150013483561e-07,5.3019955824368e-07
"ENSG00000143614.10",50.2982591476773,53.522455114078,58,513,58,513,0.0896358266004018,0.83012499244752,0.85214129446909
"ENSG00000143621.17",117.325395547354,252.817239830899,58,513,58,513,1.10757952128502,1.1374209945853e-26,2.02910956763476e-25
"ENSG00000143622.11",42.8978007881065,62.8132855937573,58,513,58,513,0.550166046831451,5.09624517358223e-06,1.02455884352367e-05
"ENSG00000143624.14",87.9600094558904,105.298275196106,58,513,58,513,0.259562140565425,0.00553849606586794,0.00808484250767684
"ENSG00000143630.10",1.7608297729977,6.12231403986277,58,513,58,513,1.79782160444329,1.46518466890013e-26,2.55647447348918e-25
"ENSG00000143631.11",0.470415672575132,0.408373513390856,36,252,58,513,-0.204046828631266,3.5548231529965e-05,6.5879709873541e-05
"ENSG00000143632.14",0.429457255644046,0.561274085347589,34,335,58,513,0.386190904518457,0.0320206108024095,0.0424600852226748
"ENSG00000143633.13",7.03332743904876,14.4626854598825,58,513,58,513,1.04005617045507,1.55821824471485e-32,1.28587305590589e-30
"ENSG00000143641.10",65.8811589665414,118.702512173182,58,513,58,513,0.849412627965082,1.30559803543243e-16,7.30834122137754e-16
"ENSG00000143643.13",13.8807476998746,24.7276691134279,58,513,58,513,0.833040972236675,6.42824009645953e-22,6.12971935360796e-21
"ENSG00000143653.10",53.3515063918026,73.7764648919113,58,513,58,513,0.467631655384645,0.000808259829807482,0.00130196761732293
"ENSG00000143669.14",44.6867413252741,36.6545037393437,58,513,58,513,-0.285856370242929,7.78768501292951e-06,1.5407451003415e-05
"ENSG00000143674.11",15.4343719954609,19.0111360058172,58,513,58,513,0.300697959693341,0.11127788994192,0.13620123077686
"ENSG00000143702.16",29.3649031587483,30.5403169975942,58,513,58,513,0.0566221568310419,0.298749561229871,0.340017607919256
"ENSG00000143727.16",64.3067586415964,91.8040016126989,58,513,58,513,0.51358666734313,1.67993149574835e-13,6.90442636044293e-13
"ENSG00000143740.14",23.1443460313777,37.5569588567601,58,513,58,513,0.698420448409228,2.31259791695005e-24,2.99099036651568e-23
"ENSG00000143742.14",116.818945732494,186.969248154279,58,513,58,513,0.678526731833227,3.85884157140909e-16,2.05611615262776e-15
"ENSG00000143748.18",15.3219942821822,26.2025922800707,58,513,58,513,0.774105459837573,5.45067045900866e-27,1.02756102144616e-25
"ENSG00000143751.10",42.1577773541744,39.6047471519609,58,513,58,513,-0.0901254403706931,0.0687541244785339,0.086725905333863
"ENSG00000143753.13",93.5183205062944,79.4128839281331,58,513,58,513,-0.235875931898923,9.99882190149379e-06,1.95462667117849e-05
"ENSG00000143756.12",45.7401609738325,62.9935286458465,58,513,58,513,0.461742184449663,7.40432211942437e-11,2.3345454891017e-10
"ENSG00000143761.16",509.628578938317,695.970928123725,58,513,58,513,0.449580860256116,2.40017976552123e-09,6.59396120255528e-09
"ENSG00000143768.13",3.11140343852652,0.848200295894888,58,338,58,513,-1.8750885819801,5.68632306821444e-23,6.19172157494121e-22
"ENSG00000143771.12",52.5778349899933,72.6527818949655,58,513,58,513,0.466563303122493,0.000219831483510597,0.000375598527917514
"ENSG00000143772.9",77.0998652092305,54.3176437151884,58,513,58,513,-0.505307440717284,5.66310868294561e-15,2.68445263832837e-14
"ENSG00000143774.17",163.538651637274,222.280246094993,58,513,58,513,0.442748092046917,1.22721993194741e-05,2.37989251065356e-05
"ENSG00000143776.18",70.6011686783973,95.2793020804843,58,513,58,513,0.432470780542668,0.101986206018541,0.125542828517617
"ENSG00000143786.8",2.74537011281249,4.88282773350749,58,513,58,513,0.830716223459047,0.00757068215312953,0.0108752923725873
"ENSG00000143793.13",12.5630847929247,24.5147154741627,58,513,58,513,0.964457264163918,2.26133881192315e-23,2.59475527339254e-22
"ENSG00000143797.12",44.6379803226373,70.514726545695,58,513,58,513,0.659652833654944,0.00144568556451707,0.00226344970968659
"ENSG00000143799.14",104.147371899735,208.53414628929,58,513,58,513,1.0016572019408,1.99255186238973e-27,4.05023593902643e-26
"ENSG00000143801.18",0.774576655245247,1.43235152873485,54,509,58,513,0.886905677162601,8.28995814871096e-13,3.18653994050788e-12
"ENSG00000143811.19",29.2703781553166,43.7261850142429,58,513,58,513,0.579056098253565,3.70129984050854e-14,1.6169387450412e-13
"ENSG00000143815.15",52.4218682643131,78.7748985642534,58,513,58,513,0.587567220706596,6.46086404645586e-12,2.26817383688421e-11
"ENSG00000143816.8",22.664394620388,9.72516958577286,58,513,58,513,-1.22063231359662,1.22797018665568e-22,1.27621360943439e-21
"ENSG00000143819.12",341.840699314128,426.676496657565,58,513,58,513,0.319818468818339,0.00365387938469187,0.005450184892462
"ENSG00000143839.15",1.0966705466341,0.723634604848882,56,327,58,513,-0.599796881755378,6.4439586986875e-13,2.50262489523394e-12
"ENSG00000143842.15",57.7263290803366,34.9478132316286,58,513,58,513,-0.724027299184852,6.17517172042667e-15,2.91192913364666e-14
"ENSG00000143845.15",3.07203511561745,8.26477835135291,58,510,58,513,1.42778142195661,4.4638454275284e-11,1.44172592872862e-10
"ENSG00000143847.15",1.09075807014268,5.74766638797993,55,504,58,513,2.39764517806509,1.65537376645016e-17,1.01424978704611e-16
"ENSG00000143850.16",19.5290961328691,61.9422179546354,58,512,58,513,1.665297863908,5.66231525383928e-18,3.63390748083273e-17
"ENSG00000143851.15",10.4588179147417,18.1694084529452,58,513,58,513,0.79679164675337,1.39331661803028e-07,3.25008130580894e-07
"ENSG00000143858.12",0.634866324718854,4.36831441866492,47,479,58,513,2.78255194097889,8.92147010689104e-13,3.42276635299758e-12
"ENSG00000143862.8",62.8043412397094,61.7348969767384,58,513,58,513,-0.0247780520031252,0.163478134712895,0.194751825455593
"ENSG00000143867.7",11.1357448474097,6.2641964036874,58,509,58,513,-0.829996708494581,6.31460571395804e-14,2.69838598185453e-13
"ENSG00000143869.7",2.11879553776679,1.6835663339982,57,437,58,513,-0.331723809659193,4.98692606166524e-07,1.10716509061099e-06
"ENSG00000143870.13",121.266866499218,255.566860374018,58,513,58,513,1.07551535296587,6.79702690255712e-23,7.31914566995913e-22
"ENSG00000143878.10",582.793909221349,371.093072499594,58,513,58,513,-0.651204730567795,4.20968660330593e-10,1.23804321241684e-09
"ENSG00000143882.12",0.845477237079664,8.45034886417583,54,510,58,513,3.32117308448287,7.2062413900482e-22,6.82447443369343e-21
"ENSG00000143889.16",43.9357507059495,41.8130882957576,58,513,58,513,-0.0714407405643518,0.00992952933757991,0.0140613409355551
"ENSG00000143891.17",36.6929684127667,51.8584367294372,58,513,58,513,0.499075095426351,5.79849912241995e-05,0.000105274812488269
"ENSG00000143919.15",4.8347256373363,5.55743538924523,58,513,58,513,0.200985249100854,0.22419301028628,0.26084118713955
"ENSG00000143924.19",104.263579253333,136.537754200418,58,513,58,513,0.389064635435393,1.14497901923615e-05,2.22814530387801e-05
"ENSG00000143933.19",567.245487541968,596.242255427445,58,513,58,513,0.0719253948648727,0.601761909668072,0.641771764346483
"ENSG00000143942.5",2.10733112217874,4.31287110411176,58,513,58,513,1.03323157910823,7.06839391324523e-13,2.73541945246101e-12
"ENSG00000143947.14",405.902746522847,485.508547811635,58,513,58,513,0.258362593802517,0.00208471561973754,0.00319868486775142
"ENSG00000143951.16",7.3802023684016,5.88839222126654,58,513,58,513,-0.32578660476186,2.21026828669568e-10,6.66688050338714e-10
"ENSG00000143952.20",41.2934392942622,46.6814363934677,58,513,58,513,0.176936369309633,0.0332510633924361,0.0439872160883353
"ENSG00000143970.17",52.7263504372667,53.458335455575,58,513,58,513,0.019890775684089,0.459695309231935,0.504298495249548
"ENSG00000143971.9",15.0146115255553,17.4508618206183,58,513,58,513,0.216931138105132,0.000749113925799118,0.00121055777084922
"ENSG00000143977.14",27.5802849113679,50.4447664785771,58,513,58,513,0.87106724066934,4.1930272569556e-15,2.01194772859808e-14
"ENSG00000143994.14",0.373657862309823,0.702730805751354,38,411,58,513,0.911254264619714,0.00971445015641027,0.0137738600067278
"ENSG00000143995.20",29.5898456010943,13.6030359062767,58,513,58,513,-1.12117350256794,1.39611308977063e-25,2.1140680728079e-24
"ENSG00000144021.3",79.4388269489375,100.489021431262,58,513,58,513,0.339121669265336,3.24959304101272e-15,1.57568035074383e-14
"ENSG00000144026.12",12.1731544320005,19.8386843813448,58,513,58,513,0.704613293031214,1.70932574364251e-12,6.36889481253253e-12
"ENSG00000144028.15",205.770611065505,310.112424891713,58,513,58,513,0.591754383989998,1.25154072422352e-16,7.02222186980409e-16
"ENSG00000144029.12",40.8425892251209,59.215852766618,58,513,58,513,0.53590912456938,7.59306585447062e-18,4.82346245831561e-17
"ENSG00000144031.12",1.41732113147429,1.10912655865679,58,474,58,513,-0.353742679982222,1.80541450539621e-06,3.79112486601643e-06
"ENSG00000144034.16",12.9755393625641,17.7083259124609,58,513,58,513,0.448633321579793,3.08585081003114e-09,8.39681635802958e-09
"ENSG00000144036.16",32.3675230376307,29.2275902496707,58,513,58,513,-0.147216078830123,1.08467905444699e-05,2.11440705294888e-05
"ENSG00000144040.13",12.0286235281462,16.6428969084569,58,513,58,513,0.46843501481528,2.67219280658008e-07,6.08765375729442e-07
"ENSG00000144043.12",88.3862636136506,92.3073619261943,58,513,58,513,0.062623540582771,0.56147845444543,0.604088294926693
"ENSG00000144045.14",0.170813170681957,1.41155015237611,12,347,58,513,3.04678926417269,4.19364795984381e-11,1.35858148313768e-10
"ENSG00000144048.10",22.3007906786976,26.4363742204534,58,513,58,513,0.245429461031883,0.00109085419974935,0.00173219145043099
"ENSG00000144057.15",3.18238678400812,2.53337330047549,56,434,58,513,-0.329049511654097,4.61179693478731e-10,1.3517740100045e-09
"ENSG00000144061.14",11.7346575920361,8.38976163096556,58,513,58,513,-0.484074019124169,2.86843530006457e-06,5.91307770182988e-06
"ENSG00000144063.4",27.4809271286147,28.314855637461,58,513,58,513,0.0431284968820206,0.0197320470627337,0.0268712184234695
"ENSG00000144115.17",22.3968107376042,36.7889327265944,58,508,58,513,0.715978513363285,8.93132075898086e-06,1.75549186845312e-05
"ENSG00000144118.14",91.7126812761111,82.8506404129299,58,513,58,513,-0.146608382500713,1.90592236081897e-06,3.99450639666251e-06
"ENSG00000144119.4",0.0909985633370386,3.03437165679315,8,180,58,513,5.05941022220012,0.00179331886294474,0.00277118558481898
"ENSG00000144120.13",3.99787761878295,12.3898783505903,58,513,58,513,1.6318558077733,2.30605162360286e-33,3.2361180056998e-31
"ENSG00000144130.11",0.101045591153774,0.29355665206651,2,184,58,513,1.53863257381953,0.000226725601806763,0.000386748130695077
"ENSG00000144134.18",9.80005032734748,8.40789665092497,58,513,58,513,-0.221044222150571,0.0471876954256439,0.0611143768314948
"ENSG00000144136.11",44.4527994914043,84.4798098891716,58,513,58,513,0.926332309988018,2.66896113214313e-16,1.44708425681199e-15
"ENSG00000144152.13",4.58124674808433,8.17713854670811,58,513,58,513,0.835855815227559,0.0683714039673757,0.0862929195321217
"ENSG00000144158.4",0.0415101630264757,0.101768200722351,0,57,58,513,1.29375033311132,2.88380209041023e-05,5.38969692020122e-05
"ENSG00000144161.13",5.82300840011305,10.2373612922689,58,513,58,513,0.814007299601422,8.34477123408657e-22,7.84043991138202e-21
"ENSG00000144182.17",3.90218041840722,4.20694041046399,58,513,58,513,0.108490900185571,0.26140019558224,0.300585598022398
"ENSG00000144191.12",0.252182207456147,7.52289725224359,16,367,58,513,4.89874999016248,1.42497805335313e-11,4.83755162692015e-11
"ENSG00000144199.12",6.01995107965304,8.14357868603988,58,513,58,513,0.435911161308538,0.000540275299909977,0.000886673197012983
"ENSG00000144214.10",0.397474070919877,0.968804494377746,38,461,58,513,1.28534480808259,1.32559060396135e-11,4.51709500443499e-11
"ENSG00000144218.19",41.6850452686848,8.10074767207783,58,507,58,513,-2.3634029267722,2.0822700322291e-30,8.18007936912517e-29
"ENSG00000144224.17",128.917436459734,175.420760254122,58,513,58,513,0.444372088710163,1.08680451306021e-16,6.12541323705456e-16
"ENSG00000144227.5",0.144053612320618,0.13854562250086,8,58,58,513,-0.0562447102694647,0.00911880167043081,0.0129664369241639
"ENSG00000144228.9",34.2197458580592,32.7686447006022,58,513,58,513,-0.062513040548149,0.00720033922928853,0.0103694052274717
"ENSG00000144229.12",0.913478229317053,1.22782261082357,44,419,58,513,0.426659891970091,0.661459289575553,0.698680352481148
"ENSG00000144230.16",2.54454043388689,0.565023973215201,56,319,58,513,-2.17102113099788,4.62434861820655e-27,8.83846732985989e-26
"ENSG00000144231.11",24.8410668440164,40.9567873734343,58,513,58,513,0.721375421610451,2.08490347704193e-24,2.70450010106447e-23
"ENSG00000144233.10",32.3320345781944,37.5097459893951,58,513,58,513,0.214301197613955,1.15831038855516e-05,2.2524180227095e-05
"ENSG00000144278.15",11.2438058191394,3.68953279349472,58,420,58,513,-1.60762039954691,1.07372487893991e-21,9.94954397077425e-21
"ENSG00000144283.22",69.0339469649286,82.6508119406287,58,513,58,513,0.259723020593002,0.00546743499989885,0.00798777581936007
"ENSG00000144285.22",12.021657525544,2.93042920259491,58,424,58,513,-2.03645193785733,3.67491777360966e-27,7.16472453306572e-26
"ENSG00000144290.17",0.334953496273993,0.449904222515743,29,273,58,513,0.425657096263726,0.0712185483255805,0.0896413014887942
"ENSG00000144306.15",19.5167315062104,22.3590033427487,58,513,58,513,0.196144418168102,0.0651273267834093,0.0824602581033594
"ENSG00000144320.14",34.6885247280399,48.7236488524698,58,513,58,513,0.490163693499826,1.82181710526712e-11,6.10810329326943e-11
"ENSG00000144331.20",53.5644866521479,16.1515090002022,58,493,58,513,-1.72960784924216,2.63212438297518e-24,3.37761408596746e-23
"ENSG00000144339.12",0.33544771163982,0.148520851068726,25,82,58,513,-1.17542241453233,3.35965459515984e-17,1.99195788265216e-16
"ENSG00000144354.14",3.79446404483364,28.9021376879978,58,513,58,513,2.92920817331915,1.73932222883647e-26,2.99693328490654e-25
"ENSG00000144355.15",0.018527139174365,0.228648786396244,0,70,58,513,3.62542122850898,4.53731832184106e-10,1.33139155554851e-09
"ENSG00000144357.18",53.2669879357924,49.2259615994484,58,513,58,513,-0.113822315204404,0.000593080048201921,0.000969151667284066
"ENSG00000144362.12",1.6277221565027,2.01173621720571,58,513,58,513,0.305586688279418,0.00145409851407497,0.00227580683523321
"ENSG00000144366.16",26.4070866721344,39.0529897295537,58,513,58,513,0.564507852335902,0.74616426097365,0.776278248353573
"ENSG00000144369.13",5.06522574201598,9.58975554318871,58,513,58,513,0.920867472240346,0.0128916911274599,0.0179920097094508
"ENSG00000144381.18",144.606447109056,368.962906655826,58,513,58,513,1.3513439089745,9.64266479506756e-30,3.09343287961079e-28
"ENSG00000144395.18",0.434731778984432,2.61325904324667,43,510,58,513,2.58765267517548,3.05928447841353e-29,8.89055850304848e-28
"ENSG00000144401.14",10.3560661314579,17.8755082621939,58,513,58,513,0.787508180158293,7.27380686631543e-21,6.20342020753492e-20
"ENSG00000144406.19",0.464056421033274,0.490662588670082,37,119,58,513,0.0804310529235519,6.68966265979939e-21,5.73505806986134e-20
"ENSG00000144407.9",0.225605943996502,0.960288700362707,19,211,58,513,2.08966312298517,0.208551002785155,0.244019557660182
"ENSG00000144410.5",0.200988604621814,0.129140573354053,13,101,58,513,-0.638171370322297,8.62381201709634e-07,1.86937117918918e-06
"ENSG00000144426.18",23.088282659653,16.6506616194339,58,513,58,513,-0.47158136293807,6.99725946698254e-08,1.68152090597579e-07
"ENSG00000144445.17",21.9855122896666,17.3435523938002,58,513,58,513,-0.342153720628336,2.6193097661929e-09,7.17344258864894e-09
"ENSG00000144451.19",13.871168844361,15.864192306562,58,513,58,513,0.193684710735144,0.0187795856168814,0.0256460182014052
"ENSG00000144452.15",0.341598945551508,14.2848177145502,18,493,58,513,5.38603529459849,3.59510198702571e-29,1.0221307296157e-27
"ENSG00000144455.14",55.0277757161554,51.8617907673414,58,513,58,513,-0.0854879917625516,0.00461566241762224,0.00680052850279282
"ENSG00000144460.12",1.23968574425693,1.38567035761148,51,372,58,513,0.160609640974247,0.0163072771053885,0.0224532014166329
"ENSG00000144468.17",30.6143559002057,31.4319644635408,58,513,58,513,0.0380241114783778,0.774300104239329,0.801608937014694
"ENSG00000144476.6",32.2479983605573,31.061788453031,58,513,58,513,-0.0540687163961354,2.68417166232754e-07,6.11229024321411e-07
"ENSG00000144481.17",0.0822461058537569,11.366630759904,4,420,58,513,7.11064159329427,9.95859299189665e-27,1.79857809561839e-25
"ENSG00000144485.11",3.54916300914709,26.6656911095988,58,513,58,513,2.90943397721093,6.32410595355073e-22,6.03919899683691e-21
"ENSG00000144488.15",0.814955610888084,1.94317853960541,43,440,58,513,1.25362507641308,0.0115851963621782,0.0162629037625056
"ENSG00000144504.15",16.6217529226758,15.6134812361439,58,513,58,513,-0.0902802946180565,0.483476002638949,0.527914836318865
"ENSG00000144524.18",24.935320829654,41.0452254775761,58,513,58,513,0.719023646971341,3.81873717474328e-27,7.4066002172663e-26
"ENSG00000144535.20",24.1023947211411,25.7811982401447,58,513,58,513,0.0971428236077711,0.404622476033243,0.449196337087078
"ENSG00000144550.13",0.392460288344775,0.26704991242258,35,242,58,513,-0.555437269122721,1.62647143853287e-07,3.76948366068882e-07
"ENSG00000144554.12",4.78271711058722,14.027422723138,58,513,58,513,1.55234759899078,1.34801309896639e-29,4.21125711227096e-28
"ENSG00000144559.10",5.93351400998352,6.8829689676827,58,513,58,513,0.214144239112006,0.00141248045652057,0.00221344274095383
"ENSG00000144560.15",35.2687364322388,36.9335135183199,58,513,58,513,0.0665406244773977,0.774943171766649,0.802179744921321
"ENSG00000144566.11",63.1915215081047,56.9993509657043,58,513,58,513,-0.148785511201573,0.000226462145518492,0.000386323839478403
"ENSG00000144567.11",114.499760030605,134.246310134872,58,513,58,513,0.229537860435809,0.000172401669249451,0.000297975670450115
"ENSG00000144579.8",180.893865736197,148.628601681508,58,513,58,513,-0.283431714901172,4.83970825514598e-10,1.41571312040509e-09
"ENSG00000144580.14",44.7326090388844,61.0173622653087,58,513,58,513,0.447892908352778,3.71659945138242e-15,1.79186115750831e-14
"ENSG00000144583.5",0.631920617719934,1.75082050711379,39,322,58,513,1.47021594466668,0.0300551032594581,0.0399911267153913
"ENSG00000144589.22",23.333951143148,24.7269738881094,58,513,58,513,0.0836550721827954,0.537397227239294,0.580751061945128
"ENSG00000144591.19",28.0002702293894,58.8687478412444,58,513,58,513,1.07206119072689,2.01138710885617e-31,1.04313874526884e-29
"ENSG00000144596.13",0.795917800250646,1.01979636830223,50,441,58,513,0.357589758545794,0.932079556442853,0.94180554267551
"ENSG00000144597.14",27.3628400172411,24.5316451084861,58,513,58,513,-0.157573991562173,0.00281542064272208,0.00425368579114012
"ENSG00000144619.15",7.03225490483826,3.71387052154741,58,506,58,513,-0.921063847390097,4.76675962867388e-21,4.14065892670175e-20
"ENSG00000144635.9",45.5380525228836,37.1622589804523,58,513,58,513,-0.293234393179973,3.11247002322457e-10,9.26048053848745e-10
"ENSG00000144642.22",50.6291200998789,15.926986255038,58,513,58,513,-1.66849410914163,4.92065752878245e-31,2.27738791658393e-29
"ENSG00000144644.14",0.250389486549467,0.257799976275209,18,91,58,513,0.0420781438260814,1.76216111149776e-11,5.92398563770487e-11
"ENSG00000144645.14",21.7566064786142,28.7669613601335,58,513,58,513,0.402959290486683,0.00104022004980728,0.0016551937028282
"ENSG00000144647.6",22.5569300788904,16.765841877055,58,513,58,513,-0.428045807043605,1.10455076689879e-12,4.19049027395662e-12
"ENSG00000144648.16",2.53128176829511,6.56953214852058,58,504,58,513,1.37592252295989,0.038506642294626,0.0504791341340582
"ENSG00000144649.9",2.96235641690758,1.65738179498246,58,488,58,513,-0.837839248888599,2.9886037583647e-12,1.08956571029461e-11
"ENSG00000144655.15",263.812789397664,51.6263409891896,58,513,58,513,-2.35333525079825,6.11261603340678e-28,1.3456985733948e-26
"ENSG00000144659.13",36.7902553032062,35.3111244942631,58,513,58,513,-0.0592009228965795,0.0159745836336075,0.0220205401960986
"ENSG00000144668.12",51.1611084275181,33.1803363498863,58,513,58,513,-0.62471901016648,4.64175402179816e-12,1.65748957735783e-11
"ENSG00000144671.10",0.0575582625849518,0.132680576278727,0,91,58,513,1.20486223376286,0.0123513008294553,0.0172852970904413
"ENSG00000144674.16",103.700399393069,101.580736630249,58,513,58,513,-0.0297946095188773,0.116070438413196,0.141664129335337
"ENSG00000144677.15",113.734078210296,55.9792763338117,58,513,58,513,-1.02269985273178,7.28982654353553e-28,1.57707855033355e-26
"ENSG00000144681.10",32.187819547299,7.88397553765108,58,505,58,513,-2.02951964461524,1.31026607212297e-28,3.28091624662701e-27
"ENSG00000144711.16",126.547673734232,71.2122046444097,58,513,58,513,-0.829484564731694,9.03782499420345e-26,1.39923659880759e-24
"ENSG00000144712.12",6.17642921633048,5.10875172198013,58,511,58,513,-0.273802188239446,3.07496862344791e-06,6.3174921018179e-06
"ENSG00000144713.13",580.960746849566,706.883660335788,58,513,58,513,0.283032104390922,0.0595854537484173,0.075989769026873
"ENSG00000144724.20",83.8279883725814,41.8953661911858,58,513,58,513,-1.00064132494225,6.42824009645953e-22,6.12971935360796e-21
"ENSG00000144730.19",3.45746823865446,8.60561561889409,58,513,58,513,1.31556240345448,1.2695087176911e-10,3.91152374893152e-10
"ENSG00000144736.14",17.5602079089865,18.081283376293,58,513,58,513,0.0421871550669503,0.68907317285134,0.724552558479179
"ENSG00000144741.18",18.962341380217,17.8834731789937,58,513,58,513,-0.0845101604642894,0.037803612900589,0.0496294166660292
"ENSG00000144744.17",43.5361283304597,46.4732006844569,58,513,58,513,0.094185894703999,0.406518782107244,0.451091626709725
"ENSG00000144746.7",253.643275310513,209.309269253983,58,513,58,513,-0.27716470897228,5.11621657820089e-05,9.33072176281518e-05
"ENSG00000144747.17",50.3576309168458,48.8443686014553,58,513,58,513,-0.0440181732320414,0.0616598068880796,0.0784369893042311
"ENSG00000144749.14",96.2940594247608,69.2292002570565,58,513,58,513,-0.476066115952424,1.25813001365166e-11,4.29781929422636e-11
"ENSG00000144791.10",69.0207531026171,35.3309507450653,58,513,58,513,-0.96609764323132,3.46724851106994e-24,4.38705571010113e-23
"ENSG00000144792.9",3.76228317142821,2.23836675742315,58,507,58,513,-0.749161996682708,4.55703844856667e-16,2.41295001951748e-15
"ENSG00000144802.11",122.168847864977,54.9019700111659,58,513,58,513,-1.15394663314819,5.14199391628286e-07,1.13995272747398e-06
"ENSG00000144810.16",145.022221391588,153.865568835554,58,513,58,513,0.0853964519429923,0.063913893689152,0.0810607702958159
"ENSG00000144815.16",37.594856570626,19.2688051794481,58,513,58,513,-0.964268181601303,3.55610065538764e-25,5.05247392521291e-24
"ENSG00000144820.8",0.00569848110828125,0.703635270823529,0,56,58,513,6.9481065618724,2.69939982806166e-07,6.14483434142905e-07
"ENSG00000144821.10",2.27190135265823,1.42655658802412,57,413,58,513,-0.671363217252415,2.4419358110167e-11,8.09004917973745e-11
"ENSG00000144824.21",76.6900914574337,28.3373110581486,58,513,58,513,-1.43633732344677,1.30057871144458e-25,1.975103388063e-24
"ENSG00000144827.9",24.2205193170676,27.0925562407795,58,513,58,513,0.161666722851996,0.0344500766395316,0.0454999703646176
"ENSG00000144834.14",0.386231200177849,0.783473755349174,23,139,58,513,1.02042023691471,0.00587910276473934,0.00855539370888315
"ENSG00000144837.9",18.5953445809222,9.55551369649648,58,513,58,513,-0.960536143559646,4.22158169504605e-17,2.4761454367769e-16
"ENSG00000144840.10",28.2111628325634,27.6110173354165,58,513,58,513,-0.031022088029234,0.031752553747562,0.042130170666575
"ENSG00000144843.11",47.5307860664431,15.9525991976003,58,513,58,513,-1.57507075608029,2.88100004575668e-34,7.71461257150477e-32
"ENSG00000144847.13",0.257396645000508,0.831713077946679,18,305,58,513,1.69209266820976,0.0153589622144506,0.0212332676446956
"ENSG00000144848.11",48.0499882593414,46.2658454840197,58,513,58,513,-0.0545885228885529,0.134676849178099,0.162663500535356
"ENSG00000144852.19",0.208380838457246,1.28818654649984,14,285,58,513,2.6280470033433,0.0613071462779594,0.0780222433346917
"ENSG00000144857.14",8.38216327999074,6.8449405124857,58,512,58,513,-0.292284621190668,0.00200395119324701,0.00307998636600609
"ENSG00000144867.13",40.6994729046358,79.6410503784612,58,513,58,513,0.968502138362168,1.31516954990788e-21,1.21012199609687e-20
"ENSG00000144868.14",17.0186982902794,12.8143878972373,58,512,58,513,-0.409356126483811,6.05303809072377e-09,1.59674131058276e-08
"ENSG00000144891.18",8.54237272217171,2.48329407606676,58,462,58,513,-1.78238172912975,3.49912554240096e-28,8.04063506862399e-27
"ENSG00000144893.12",0.435464116742274,0.959496968175653,43,411,58,513,1.13972440550182,0.0995466323290592,0.122666356385198
"ENSG00000144895.12",83.6137737600859,95.9959457761095,58,513,58,513,0.199232859246883,0.014061879348836,0.0195358059120205
"ENSG00000144908.14",2.0795595579601,5.05549267520731,54,448,58,513,1.28157369066198,0.276303643521074,0.31641982165743
"ENSG00000144909.8",49.8144802185873,26.0053464983366,58,513,58,513,-0.937756909361388,1.22507173365282e-29,3.85471611924668e-28
"ENSG00000144935.15",6.46256039435767,5.41117829562123,58,513,58,513,-0.256163079677802,5.85949106712955e-06,1.17243434680605e-05
"ENSG00000144959.11",81.7941323213884,54.1107051180226,58,513,58,513,-0.596083310796746,1.38049751968867e-11,4.69444290678631e-11
"ENSG00000145002.12",0.142678991823289,0.12677675165314,12,107,58,513,-0.170482718781935,0.0605514517906895,0.0771317507835189
"ENSG00000145012.13",148.241082503959,162.300533991437,58,513,58,513,0.13072242502351,0.976219333080612,0.979803707592038
"ENSG00000145014.18",12.7369462165759,14.8015829091753,58,513,58,513,0.216732047105412,0.523639070580022,0.567542395926025
"ENSG00000145016.16",14.035492550948,13.8641281533742,58,513,58,513,-0.0177227983304192,0.111844613755031,0.136843824792966
"ENSG00000145020.16",0.178533854246321,0.232625944603433,8,246,58,513,0.381814339182447,0.0124422211283082,0.017404518488756
"ENSG00000145022.4",51.4320705455547,40.6365547782524,58,513,58,513,-0.33989014101779,9.96540557648918e-09,2.57901551418372e-08
"ENSG00000145040.4",0.0202276200195308,0.415942847548321,0,164,58,513,4.36198682149141,3.44774593471619e-18,2.26245933530439e-17
